Filename,Touches
app/core/src/main/java/com/fsck/k9/message/html/EmailSection.kt,4
app/core/src/main/java/com/fsck/k9/message/html/EmailTextToHtml.kt,4
app/core/src/main/java/com/fsck/k9/message/html/HtmlConverter.kt,7
app/core/src/main/java/com/fsck/k9/message/html/HtmlProcessorFactory.kt,4
app/core/src/main/java/com/fsck/k9/message/html/HtmlSettings.kt,4
app/core/src/main/java/com/fsck/k9/message/html/HtmlToPlainText.kt,4
app/core/src/main/java/com/fsck/k9/message/html/UriLinkifier.kt,4
app/core/src/main/java/com/fsck/k9/message/html/UriMatch.kt,4
app/core/src/main/java/com/fsck/k9/message/html/UriMatcher.kt,4
app/core/src/main/java/com/fsck/k9/message/html/UriParser.kt,4
app/core/src/main/java/com/fsck/k9/message/quote/QuoteHelper.kt,8
app/core/src/main/java/com/fsck/k9/message/quote/TextQuoteCreator.kt,5
app/core/src/main/java/com/fsck/k9/notification/CoreKoinModule.kt,26
app/core/src/main/java/com/fsck/k9/notification/NotificationChannelManager.kt,12
app/core/src/main/java/com/fsck/k9/notification/NotificationHelper.kt,13
app/core/src/main/java/com/fsck/k9/preferences/StorageEditor.kt,4
app/core/src/main/java/com/fsck/k9/preferences/StoragePersister.kt,6
app/core/src/main/java/com/fsck/k9/service/BootReceiver.kt,8
app/core/src/main/java/com/fsck/k9/setup/ServerNameSuggester.kt,4
app/core/src/test/java/com/fsck/k9/EmailAddressValidatorTest.kt,5
app/core/src/test/java/com/fsck/k9/autocrypt/AutocryptDraftStateHeaderParserTest.kt,4
app/core/src/test/java/com/fsck/k9/autocrypt/AutocryptGossipHeaderParserTest.kt,2
app/core/src/test/java/com/fsck/k9/crypto/OpenPgpApiHelperTest.kt,4
app/core/src/test/java/com/fsck/k9/helper/IdentityHelperTest.kt,11
app/core/src/test/java/com/fsck/k9/mailstore/MimePartStreamParserTest.kt,2
app/core/src/test/java/com/fsck/k9/message/html/DisplayHtmlTest.kt,4
app/core/src/test/java/com/fsck/k9/message/html/EmailSectionExtractorTest.kt,2
app/core/src/test/java/com/fsck/k9/preferences/StorageTest.kt,4
app/crypto-openpgp/src/main/java/com/fsck/k9/crypto/openpgp/OpenPgpEncryptionExtractor.kt,4
app/k9mail/src/main/java/com/fsck/k9/App.kt,14
app/k9mail/src/main/java/com/fsck/k9/backends/ImapBackendFactory.kt,16
app/k9mail/src/main/java/com/fsck/k9/backends/Pop3BackendFactory.kt,16
app/k9mail/src/main/java/com/fsck/k9/backends/WebDavBackendFactory.kt,13
